#Network | Station | Latitude | Longitude | Elevation | SiteName | StartTime | EndTime 
NA|SEUS|17.4928|-62.9814|46.0|St Eustatius, Netherlands Antilles Seismic Network||
NA|SMRT|18.049999|-63.0746|260.0|St Maarten, Netherlands Antilles Seismic Network||
NE|BCX|42.335|-71.1705|60.0|Chestnut Hill, MA, USA||
NE|EMMW|44.7075|-67.4573|35.0|Machias, ME, USA||
NE|HNH|43.7051|-72.2865|180.0|Hanover, NH, USA||
NE|TRY|42.7313|-73.6664|89.0|Troy, NY, USA||
NE|VT1|44.3206|-72.7513|142.41|Waterbury, VT||
NE|WES|42.3848|-71.3218|60.0|Weston Observatory, Weston, MA, USA||
NE|WSPT|41.1712|-73.3278|91.0|Westport, CT, USA||
NE|WVL|44.5646|-69.6617|50.0|Waterville, ME, USA||
NK|KKN|27.8|85.279|2042.0|Kakani, Nepal||
NL|HGN|50.764|5.9317|135.0|HEIMANSGROEVE, NETHERLANDS||
NM|ARPT|35.756|-89.673|122.0|Arp,TN||
NM|ATTN|35.4433|-84.6301|282.0|TN Technology Center,Athens,TN(CERI)||
NM|BACM|36.685|-89.865|84.0|Barker Cemetary,MO||
NM|BETM|36.612|-90.059|129.0|Bethany,MO||
NM|BFAR|35.873|-90.084|71.0|Blankenship Farm,AR||
NM|BLAR|35.369|-90.449|63.0|Beautiful Lake,AR||
NM|BLO|39.1719|-86.5222|246.0|Bloomington, IN||
NM|BOAR|35.823|-90.287|68.0|Black Oak,AR||
NM|BRGM|36.205|-89.859|78.0|Braggadocio,MO||
NM|BRNM|36.724|-89.998|103.0|Bernie,MO||
NM|BROM|36.682|-90.184|94.0|Broseley,MO||
NM|BVAR|35.443|-90.677|101.0|Bay Village,AR||
NM|CACT|36.2302|-89.4204|115.0|Cat Corner,TN||
NM|CATM|36.613|-89.647|82.0|Carton,MO||
NM|CBHS|35.13258|-89.86517|70.4|Christian Brothers High School,Memphis,TN(CERI)||
NM|CBMO|37.3036|-89.5236|102.6|West Bridge Complex Cape Girardeau, MO||
NM|CGM3|37.29775|-89.6582|148.0|Cape Girardeau, MO||
NM|CHNM|36.042|-89.929|74.0|Channel,MO||
NM|CHRM|36.852|-89.362|93.0|Charleston,MO||
NM|CLTN|36.09115|-86.3315|208.0|Cedars of Lebanon,TN||
NM|COKM|36.711|-89.726|87.0|Charter Oak,MO||
NM|CPAR|35.556|-90.236|67.0|Catfish Pond,AR||
NM|CSTN|35.101|-85.2365|203.0|Chattanooga State Tech, Chattanooga, TN (CERI)||
NM|CUET|35.007|-89.976|104.0|CUSEC HQ.,Memphis,TN(CERI)||
NM|CVVA|38.022|-78.532|159.0|Charlottesville,VA(CERI)||
NM|CWPT2|36.046157|-89.592039|80.0|Cottonwood Point, TN||
NM|DLAR|35.81|-90.008|67.0|Dell,AR||
NM|DWDM|36.796|-89.493|89.0|DogWood,MO||
NM|EDIL|38.7838|-89.9878|183.6|SIU at Edwardsville, IL||
NM|EPRM|36.717|-89.358|88.0|East Prairie,MO||
NM|FFIL|38.381345|-88.389648|128.1|Fairfield, IL||
NM|FPST|35.978|-89.455|106.0|Four Points,TN||
NM|FVM|37.9812|-90.4273|137.0|French Village, MO||
NM|GLAT|36.269|-89.288|120.0|Glass,TN||
NM|GNAR|35.965|-90.018|71.0|Gosnell,AR||
NM|GOBM|36.191|-89.979|73.0|Gobbler,MO||
NM|GSAR|35.962|-89.969|70.0|Gosnell,AR(CERI)||
NM|GUAM|36.889|-89.839|172.0|Guam,MO||
NM|HALT|35.911|-89.34|85.0|Halls,TN||
NM|HBAR|35.555|-90.657|74.0|Harrisburg,AR(CERI)||
NM|HCAR|35.6538|-90.3801|64.0|Hatchie Coon, AR||
NM|HDAR2|35.15383|-90.09056|100.0|I40 Weigh Station,West Memphis,AR||
NM|HDBT|35.153|-90.058|66.0|Mud Island,Memphis,TN(CERI)||
NM|HENM|36.716|-89.472|88.0|Henderson Mound,MO||
NM|HICK|36.54078|-89.22841|141.0|Hickman,KY||
NM|HOPT2|36.326847|-89.375824|124.0|Hopper, Tennessee||
NM|HOVM|36.045|-90.067|71.0|Hornersville,MO||
NM|HTAR|35.655|-90.185|67.0|Hall Town,AR||
NM|JCMO|38.2575|-90.5585|237.0|Jefferson College Hillsboro, MO||
NM|KEWM|36.698|-89.593|85.0|Kewanne,MO||
NM|LFRT|36.165|-89.331|96.0|Lanes Ferry,TN||
NM|LNXT|36.101|-89.491|144.0|Lenox,TN||
NM|LPAR|35.602|-90.3|67.0|Lepanto,AR||
NM|LRAR|35.571|-90.398|63.0|Little River,AR||
NM|LVAR|35.915|-90.222|71.0|Leachville,AR||
NM|MADT|36.29775|-89.46245|88.0|Madie,TN||
NM|MARM|36.53|-89.669|82.0|Marston,MO||
NM|MATM|36.774|-89.605|86.0|Matthews,MO||
NM|MCAM|36.12|-89.702|78.0|McCarty,MO||
NM|MCAR|35.145|-90.223|100.0|Mid-South Community College,West Memphis,AR(CERI)||
NM|MCIL|37.2965|-89.4984|115.5|East Bridge Complex McClure, IL||
NM|MFRT|36.09|-89.377|110.0|Millsfield Road,TN||
NM|MGMO|37.154|-92.2687|453.0|Mountain Grove, MO||
NM|MIST|36.171|-89.502|80.0|Miston,TN||
NM|MKAR|35.526|-90.442|100.0|Mark Tree,AR(CERI)||
NM|MORT2|36.324519|-89.566692|85.0|Mooring, TN||
NM|MPH|35.123|-89.932|93.0|Memphis, TN||
NM|MSAR|35.784|-90.147|69.0|Manila Souh,AR||
NM|MTAR|35.538|-90.442|61.0|Marked Tree,AR||
NM|NAIT|35.13|-89.804|100.0|Shelby Farm,Memphis,TN||
NM|NFAR|35.448|-90.393|63.0|Norcross Farms,AR||
NM|NHAR|35.786|-90.544|67.0|Needham,AR||
NM|NHIN|38.13|-87.936|90.0|New Harmony,IN||
NM|NMDM|36.588|-89.552|88.0|New Madrid,MO||
NM|NMEM|36.574|-89.585|100.0|Central High School,New Madrid,MO(CERI)||
NM|NNAR|35.981|-89.823|75.0|Number Nine,AR||
NM|NWCT|36.416|-89.459|91.0|Northwest Correctional Complex,Tiptionville,TN||
NM|OLIL|38.7338|-88.0991|150.0|Olney Central College  Olney, IL||
NM|PARM|36.664|-89.752|85.0|Stahl Farm,MO||
NM|PBMO|36.7785|-90.4297|143.9|Three Rivers Community College, Poplar Bluff, MO||
NM|PEBM|36.113|-89.862|76.0|Pemiscot Bayou,MO||
NM|PENM|36.45|-89.628|85.0|Penman,Portageville,MO||
NM|PGVM|36.46|-89.729|82.0|Portageville,MO||
NM|PLAL|34.9824|-88.0755|165.0|Pickwick Lake, AL||
NM|POBM|36.409|-89.662|82.0|Portage Open Bay,MO||
NM|PPLM|36.403|-89.583|82.0|Point Pleasant,MO||
NM|PVMO|36.4137|-89.6997|98.3|UM Delta Research Portageville, MO||
NM|PWLA|34.98|-88.064|204.0|Pickwick Lake,AL||
NM|QUAR|35.644|-90.649|115.0|Qualls,AR||
NM|RDGT|36.256|-89.511|81.0|Ridgely,TN||
NM|RDST2|35.158226|-89.98726|78.0|Rhodes College, Memphis, TN||
NM|RELT|36.033|-89.303|107.0|RoEllen,TN||
NM|RVAR|35.69|-90.286|66.0|Rivervale,AR||
NM|SCIN|38.1154|-87.5356|153.3|Scott Elementry School Evansville, IN||
NM|SEAR|35.255|-91.715|100.0|Searcy,AR(CERI)||
NM|SFTN|35.358|-90.019|119.0|Shelby Forest,TN||
NM|SHTN|35.933|-83.9672|271.0|Knox County Library,Knoxville,TN(CERI)||
NM|SIUC|37.7148|-89.2174|120.0|Carbondale, IL||
NM|SJBM|36.631|-89.476|88.0|St Johns Bayou,MO||
NM|SLM|38.6361|-90.2364|186.0|St. Louis, MO||
NM|TCIN|38.0116|-87.529|117.3|S. Indiana Career & Tech. Center Evansville, IN||
NM|TMAR|35.695|-90.489|65.0|Truman,AR||
NM|TOPM|36.526|-89.889|80.0|Tallapoosa,MO||
NM|TUMT|35.123|-89.932|100.0|The University of Memphis||
NM|TWAR|35.361|-90.56|61.0|Twist,AR||
NM|TYAR|35.509|-90.292|66.0|Tyronza,AR||
NM|UALR|34.7751|-92.3429|138.0|University of Arkansas, Little Rock||
NM|UTMT|36.3497|-88.8636|110.0|Martin, TN||
NM|WALK|36.539|-89.542|87.0|Watson Lake,KY||
NM|X702|35.55371|-91.638684|172.0|Pleasant Plains, Arkansas||
NN|AGLV|36.319|-115.574|2631.0|Angel Comm. Site, Clark County||
NN|BAB|39.6024|-120.1059|2659.0|Babbit Peak, California w84gm||
NN|BALD|38.8085|-119.5232|2812.0|Bald Mtn, NV||
NN|BEK|39.8666|-120.3596|1743.0|Beckworth, California w84||
NN|BFC|38.8938|-119.6094|1744.0|Buffalo Canyon, Nevada  w84gm||
NN|BIGH|38.8425|-120.4078|1888.0|Big Hill, ElDorado County, CA||
NN|BMHS|39.423|-119.7648|1392.0|Bishop Manogue Catholic High School, Reno, NV||
NN|BRH5|39.0544|-118.0356|1603.0|Broken Hills, NV, USA||
NN|BRS2|38.5264|-117.6306|1732.0|Black Rock Springs, NV, USA||
NN|BUNK|39.0494|-120.3804|2295.0|Bunker Hill, Placer County, CA||
NN|CC12|36.1337|-115.1709|633.0|Clark County Firehouse 12; ANSS SM w84gm||
NN|CF01|39.1595|-119.7637|1421.0|Carson City Fire Station||
NN|CF02|39.1906|-119.7418|1421.0|Carson City Fire Station||
NN|CF03|39.1258|-119.7676|1442.0|Carson City Fire Station||
NN|CMK6|39.31018|-118.11932|1332.0|Chalk Mountain, Churchill County, NV, USA||
NN|CTC|39.207699|-120.125999|2147.0|N. Tahoe City Carnelian Bay||
NN|DEDC|39.4059|-118.9959|1353.0|Dead Camel Mountains, Lahontan, NV, USA||
NN|DIX|39.8021|-118.083|1143.0|Dixie Hot Springs, Nevada w84||
NN|DNYB|41.0856|-119.2786|2016.0|Donnelly Peak B, NV, USA||
NN|DON|39.3517|-120.3205|2268.0|Donner Summit, California||
NN|DSP|37.368|-117.972198|1692.0|Deep Springs, California w84gm||
NN|EBPB|38.5823|-119.807|2422.0|Lower Ebbet's Pass, California||
NN|EGLV|39.1579|-119.7206|1435.0|Eagle Valley School, CC w84||
NN|EMBB|38.9739|-120.0999|2104.0|Emerald Bay Site B, Lake Tahoe, CA||
NN|FOX|41.0257|-119.5581|2492.0|Fox Mountain, NV||
NN|GMN|37.30032|-117.2607|2168.0|Gold Mountain, NV, USA||
NN|GWY|36.1859|-116.6697|1557.5|Greenwater Valley, CA. (GPS 03/05/2015) w84gm||
NN|HF05|36.0307|-115.0894|650.0|Henderson FS||
NN|HVGC|39.4896|-119.7212|1360.0|Hidden Valley Golf Course w84gm||
NN|HYDE|36.1609|-115.1931|657.0|Hyde High School, LLNL/ANSS BB+SM w84||
NN|JVTV|39.539101|-119.813797|1384.0|UNR station, LMR basement pier||
NN|KVN|39.0484|-118.1012|1829.0|Kaiserville, Nevada w84gm||
NN|LEEK|38.6293|-120.2778|2324.0|Leek Springs, CA||
NN|LHV|38.2513|-118.5049|2353.0|Little Huntoon Valley, Nevada w84gm||
NN|LOYB|39.6592|-120.2348|1547.0|Loyalton, CA digital upgrade||
NN|LV04|36.1598|-115.1315|591.0|Las Vegas Fire Station||
NN|LV07|36.1816|-115.3155|866.0|Summerlin Fire Station 7, West LV (SUMR)||
NN|LV09|36.2475|-115.2427|664.0|Las Vegas Fire Station||
NN|MARK|38.6933|-119.7822|1690.0|Markleeville, CA||
NN|MND1|38.9065|-119.7314|1485.0|Minden/Gardnerville Fire Stn RT130-ANSS w84gm||
NN|MPK|39.2928|-120.0364|2599.0|Martis Peak, California w84gm||
NN|MZPB|37.7008|-117.3838|2371.0|Montezuma,NV,USA analog reactivation||
NN|NMHS|39.5308|-119.7764|1360.0|Nevada Mental Health Svc. w84gm||
NN|OUT1|38.3268|-117.5157|1652.0|Outlaw Springs Mine, Nye County, NV, USA||
NN|PAH|39.7106|-119.3854|1520.0|Pah Rah Range, Nevada w84gm||
NN|PEA|39.6075|-119.9613|2142.4|Peavine Mt., Nevada w84||
NN|PICO|39.4313|-119.7755|1403.0|Picolo Elementary School w84gm||
NN|PIO|37.9472|-114.4914|1887.0|Pioche, NV, USA - NN reactivation||
NN|PNT|39.0891|-119.5997|2076.0|Pine Nut, Nevada w84||
NN|PRN|37.4065|-115.0512|1464.0|Pahroc Range, Nevada. (GPS 12/04/2000) w84||
NN|PWRL|39.2513|-119.0409|1340.0|Power Line, Lahontan, NV, USA||
NN|PYM2|40.1701|-119.7321|1241.0|Pyramid Lake 2||
NN|Q09A|38.834|-117.181602|1703.5|Carvers, NV, USA - NN reactivation||
NN|Q12A|39.040001|-114.829903|1625.0|Willow Creek Ranch, Ely, NV, USA - NN reactivation||
NN|QNBC|38.1947|-119.0054|2683.0|Queen Bee, Mono County, California||
NN|QSM|35.965|-116.869102|385.0|Queen of Sheba Mine, CA. (GPS 01/17/2001)   w84gm||
NN|R11B|38.3489|-115.585403|1767.0|Troy Canyon, Currant, NV, USA||
NN|R12A|38.3278|-114.6075|1852.0|Pony Springs, Pioche, NV, USA||
NN|REDF|39.39|-119.7647|1466.0|Redfield Campus, S. Reno, Nevada||
NN|RF05|39.5089|-119.8366|1395.0|RF05, 1500 Mayberry w84gm||
NN|RFMA|39.5189|-119.9011|1511.0|RF11, 7105 Mae Anne  w84gm||
NN|RFNV|39.574001|-119.827698|1508.0|RF10, 5250 N. Virginia   w84gm||
NN|RRK|36.0656|-115.4668|1193.0|Red Rock Park, Nevada w84gm||
NN|RUB|39.051701|-120.1549|2045.2|Rubicon Trail, California w84||
NN|RYN|38.6281|-118.5223|1651.0|Ryan, Nevada w84,gps||
NN|S11A|37.644402|-115.7472|1456.0|Rachel, NV, USA - NN reactivation||
NN|SAG5|39.4264|-120.3119|2564.0|Sage Hen site 5, Independence Lake, CA||
NN|SBT|39.6267|-120.6669|2152.0|Sierra Buttes, California w84||
NN|SCTC|39.3216|-120.203|1911.0|Sierra College, Truckee California||
NN|SHP|36.5047|-115.1567|1632.0|Sheep Range, Nevada w84gm||
NN|SJC|38.3491|-119.44|2246.0|Sonora Junction, California w84gm||
NN|SKYF|39.4825|-119.834|1552.0|RF07, 3050 Skyline Blvd. w84gm||
NN|SLID|39.3143|-119.8839|2929.0|Slide Mountain, NV||
NN|SLVR|37.7414|-117.6143|1289.0|Silver Peak, NV, USA||
NN|SPHI|39.5435|-119.7583|1359.0|Sparks High School w84||
NN|SRNL|39.3161|-120.3873|2259.0|Serene Lakes, Soda Springs, CA||
NN|SSFS|39.6369|-119.7096|1367.0|Spanish Springs Fire Station||
NN|SWTP|39.5162|-119.7044|1385.0|Sparks Treatment Plant  w84gm||
NN|TBRD|39.173199|-119.930901|1952.0|Thunderbird Lodge, Lake Tahoe, NV||
NN|TF92|39.3258|-120.2112|1843.0|Truckee Fire Protection District station 92||
NN|TVH1|38.4574|-118.7658|3136.0|TV Hill 1, Hawthorne, NV||
NN|VCN|39.2956|-119.6503|1928.0|Virginia City, Nevada gps||
NN|VOTK|36.0809|-115.0699|582.0|Vocational High School w84gm||
NN|VPK|39.4722|-120.0398|2562.0|Verdi Peak, California||
NN|WAK|38.5043|-119.4382|1890.0|Walker, California w84||
NN|WAR3|38.6091|-117.8348|1901.0|Warrior Mine, Nye County, NV, USA||
NN|WASH|39.3339|-119.7792|1528.0|Washoe Valley, Nevada;Laurence Kaplan Property||
NN|WDEM|39.5841|-119.8099|1572.0|Washoe County DEM, Nevada||
NN|WGLF|39.4985|-119.8215|1411.0|Washoe County Golf w84gm||
NN|WILB|38.8101|-119.909|2443.5|Upper Willow, So Lake Tahoe, CA||
NN|WVA|39.9444|-119.825|1670.0|Winnemucca Valley, Nevada w84||
NN|YER|38.9852|-119.2406|1857.0|Yerington, Nevada w84gm||
NN|ZPR|39.0131|-119.937599|2001.0|Zephyr Cove, Lake Tahoe, Nevada||
NP|2194|47.21402|-123.10099|6.0|Shelton Fire Station||
NP|7040|47.85586|-122.58335|12.0|Museum||
NP|7043|48.71959|-122.49783|38.0|Fire Station 2||
NP|7044|47.1362|-122.4822|87.0|Joint Base Lewis-McChord FS||
NP|8040|61.21349|-149.89328|32.0|Robert B Atwood Bldg||
NP|TWIT2|38.095333|-121.677278|0.0|Twitchell Is - borehole accelerometer, pore pressure station||
NU|ACON|11.968|-85.174004|862.0|Acoyapa, Nicaragua||
NU|CARN|11.187226|-85.522179|64.0|Z||
NU|CSGN|12.9763|-87.558701|476.0|COSIGUINA||
NU|HERN|12.609302|-86.831004|743.0|Volcan Telica, Leon, Nicaragua||
NU|MASN|11.988931|-86.157664|596.0|Volcan Masaya, Masaya, Nicaragua||
NU|NANN|11.939032|-86.121277|327.0|Nandasmo, Nicaragua||
NU|SIUN|13.71616|-84.773499|178.0|Universidad URACAN, Siuna, Nicaragua||
NV|BACME|48.314654|-126.058199|-897.0|Barkley Canyon MidEast||
NV|CBC27|47.756717|-127.731602|-2656.0|Cascadia Basin, East (ODP 1027C)||
NV|CQS64|48.6999|-126.8721|-1323.0|Clayoquot Slope, North (ODP 1364A)||
NV|ENEF|47.958368|-129.035438|-2323.0|Endeavour East Flank||
NV|KEMF|47.94956|-129.098691|-2190.0| Main Endeavour Field ||
NV|KEMO|47.924102|-129.1082|-2270.0|Mothra Field||
NV|NC89|48.670537|-126.848767|-1258.0|Clayoquot Slope, Bullseye (ODP 1089)||
NV|NCBC|48.4275|-126.1752|-398.0|Barkley Canyon||
NV|NCHR|47.973751|-129.082092|-2152.0|High Rise Field||
NW|L44A|42.1782|-87.9119|202.0|Ryerson Woods, Lake Cnty Forest Preserve, IL, USA||
NX|WTX28|32.878676|-103.376924|1173.0|Z||
NX|WTX29|32.741397|-103.556767|1207.0|Z||
NX|WTX35|31.90285|-104.144532|994.0|"Z"||
NX|WTX36|31.95689|-104.122493|952.0|"Z"||
NY|MAYO|63.59581|-135.89209|0.0|Mayo||
NZ|BFZ|-40.679647|176.246245|283.0|Birch Farm||
NZ|BKZ|-39.165666|176.492544|706.0|Black Stump Farm||
NZ|HIZ|-38.512929|174.855686|237.0|Hauiti||
NZ|KHZ|-42.41598|173.53897|64.0|Kahutara||
NZ|ODZ|-45.043982|170.644622|274.0|Otahua Downs||
NZ|OUZ|-35.219689|173.596133|63.0|Omahuta||
NZ|QRZ|-40.825522|172.529148|263.0|Quartz Range||
NZ|RPZ|-43.714608|171.053865|453.0|Rata Peaks||
NZ|URZ|-38.259249|177.110894|95.0|Urewera||
O2|CAL1|35.632032|-98.030305|429.0|Calumet, Oklahoma, USA||
O2|CALT|35.6719|-98.2205|430.0|Calumet, Oklahoma, USA||
O2|CHAN|35.652956|-96.785491|266.0|Chandler, Oklahoma, USA||
O2|CRES|36.037118|-97.534468|311.0|Cresent, Oklahoma, USA||
O2|CVNG|36.3183|-97.4347|358.0|Covington, Oklahoma, USA||
O2|ERNS|35.4243|-98.0293|418.0|El Reno, Oklahoma, USA||
O2|FW07|36.44981|-98.801017|404.0|Waynoka, Oklahoma, USA||
O2|KS01|37.15342|-97.75897|360.0|Argonia South Station, Kansas||
O2|KS13|37.012881|-97.477803|340.0|South Haven SW Station, Kansas||
O2|POCA|35.217682|-98.075301|396.0|Pocasset, Oklahoma, USA||
O2|PW05|36.48506|-96.964153|289.0|Fairfax, Oklahoma, USA||
O2|PW06|36.42073|-96.972008|303.0|Pawnee, Oklahoma, USA||
O2|PW19|36.56854|-97.035507|301.0|Marland, Oklahoma, USA||
O2|SC04|34.36356|-97.473422|300.0|Fox, Oklahoma, USA||
O2|SC10|35.422563|-98.271427|502.0|Scott, Oklahoma, USA||
O2|SC12|34.921667|-99.3547|472.0|Granite, Oklahoma, USA||
O2|SC14|34.452052|-98.243927|339.0|Walters, Oklahoma, USA||
O2|SC15|35.606645|-99.50059|550.0|Hammon, Oklahoma, USA||
O2|SC16|35.974933|-98.815308|500.0|Oakwood, Oklahoma, USA||
O2|SC17|34.915886|-97.598334|343.2|Lindsey, Oklahoma, USA||
O2|TUTT|35.238272|-97.755588|407.0|Tuttle, Oklahoma, USA||
O2|UCTY|35.39033|-97.91585|368.0|Union City, Oklahoma, USA||
O2|YUKO|35.5384|-97.8606|392.0|Yukon, Oklahoma, USA||
OE|ARSA|47.2505|15.5232|577.0|Arzberg, Steiermark, Austria||
OE|DAVA|47.286701|9.8803|1602.0|Damuels, Vorarlberg, Austria||
OE|KBA|47.0784|13.3447|1721.0|Koelnbreinsperre, Kaernten, Austria||
OH|BCOH|41.5019|-83.7927|198.0|Blue Creek Metro Park||
OH|BGOH|41.396541|-82.598746|186.0|Bowling Green Firelands Campus||
OH|BROH|39.8137|-81.8423|257.0|Blue Rock State Park||
OH|BSPO|40.04307|-81.009361|363.0|Barkcamp State Park||
OH|CHOH|41.661846|-81.414513|183.899994|Chagrin River Park||
OH|CHWO|38.93602|-82.526105|231.0|Cooper Hollow Wildlife||
OH|CPOH|38.8401|-83.5776|289.0|Chapparal Prarie Wildlife Area||
OH|DSFO|38.690952|-82.616898|296.4|Dean State Forest||
OH|FOXO|39.304695|-82.187988|261.2|Fox Lake Wildlife Area||
OH|HINO|41.222347|-81.698906|375.0|Hinckley Reservation||
OH|HROH|41.7506|-81.0133|253.0|Hogback Ridge Metropark||
OH|ILOH|40.48677|-83.8531|308.0|Indian Lake State Park||
OH|JAOH|40.7599|-84.3257|231.0|Johnny Appleseed Metropark||
OH|KDOH|40.719081|-83.369445|275.0|Killdeer Plains Wildlife Area||
OH|KLOH|40.195247|-83.966073|350.5|Kiser Lake State Park||
OH|KPOH|41.19768|-83.11635|296.0|Knobbys Prarie Wildlife Area||
OH|LEBO|41.7859|-81.1801|188.0|Lake Erie Bluffs Metropark||
OH|LLSO|41.682716|-84.644051|284.4|Lake La Su An Wildlife Area||
OH|M53A|41.439301|-80.675003|334.0|WI Miller and Sons, Farmdale, OH, USA||
OH|MFOH|40.654884|-82.381572|374.0|Malabar Farms State Park||
OH|MWLO|40.503165|-84.568906|266.0|Mercer Wildlife Area ||
OH|O53A|40.249298|-81.212898|320.0|New Philadelphia, OH, USA||
OH|OXOH|41.34595|-84.4344|215.0|Oxbow Lake Wildlife Area||
OH|ROKO|41.40217|-81.8905|234.4|Rocky River Reservation||
OH|SLOH|39.122112|-84.792839|220.0|Shawnee Lookout Great Parks of Hamilton County||
OH|SLSO|39.221713|-84.055974|272.0|Stonelick State Park||
OH|SSF2|38.6886|-83.1276|324.0|Shawnee State Forest||
OH|SSPO|39.803383|-84.334171|286.0|Sycamore State Park||
OH|SVWO|39.58466|-84.002617|268.9|Spring Valley Wildlife Area||
OH|VLOH|40.322809|-84.243146|304.0|Vernon Luthman Wildlife Area||
OH|VRWO|40.6035|-81.1325|356.0|Valley Run Wildlife Area||
OH|WODO|39.529552|-82.126205|305.6|Wallace ODowd Wildlife Area||
OI|FNUL|-16.477444|179.370472|51.5|Fiji National University Labasa||
OK|ALVA|36.86954|-98.793145|452.0|Alva, Oklahoma||
OK|AMES|36.335587|-98.192787|394.0|Ames, Oklahoma, USA||
OK|ARC2|35.743125|-97.272553|310.0|Arcadia, Oklahoma, USA||
OK|BAUM|34.252621|-97.022168|257.0|BAUM, Oklahoma, USA||
OK|BEBE|34.866666|-96.752861|303.0|BEBE, Oklahoma, USA||
OK|BIBY|36.748168|-98.016588|332.0|Nash, Oklahoma, USA||
OK|BILL|35.783543|-98.036171|348.0|BILL, Oklahoma, USA||
OK|BLAN|35.177221|-97.72219|389.0|Blanchard, Oklahoma, USA||
OK|BLOK|36.760615|-97.215026|301.0|Blackwell, Oklahoma, USA||
OK|BLUF|35.65666|-97.60933|302.0|Edmond, Oklahoma, USA||
OK|BOBW|35.070298|-97.087342|322.0|BobWarren, Oklahoma, USA||
OK|BOZZ|34.084043|-95.888371|164.0|BOZZ, Oklahoma, USA||
OK|BREW|34.451276|-97.665686|325.0|BREW, Oklahoma, USA||
OK|BUCK|35.165315|-94.70687|127.0|BUCK, Oklahoma, USA||
OK|CAVE|34.744118|-96.701275|329.0|CAVE, Oklahoma, USA||
OK|CHAB|36.021265|-97.122593|278.0|Stillwater, Oklahoma||
OK|CHIC|35.089661|-97.912778|343.0|CHIC, Oklahoma, USA||
OK|CHOK|35.561127|-97.061303|338.0|Chandler, Oklahoma||
OK|COLE|35.06673|-97.53418|373.0|Cole, Oklahoma, USA||
OK|CROK|36.504737|-97.983354|403.0|Carrier, Oklahoma, USA||
OK|CSTR|35.645556|-98.688889|516.3|Hydro, Oklahoma, USA||
OK|DAVD|35.544136|-98.129398|452.0|DAVD, Oklahoma||
OK|DEMC|33.938266|-96.4004|213.0|DEMC, Oklahoma, USA||
OK|DEOK|35.842652|-96.498262|291.0|Depew, Oklahoma, USA||
OK|DOVR|35.954333|-97.988182|337.0|DOVR, Oklahoma, USA||
OK|DRIP|35.6127|-96.065|243.0|DRIP, Oklahoma, USA||
OK|DUST|35.280238|-96.108686|272.8|DUST, Oklahoma, USA||
OK|ELI2|36.048211|-99.43687|642.0|ELI2, Oklahoma, USA||
OK|ELKC|35.382023|-99.415203|598.0|ELKC, Oklahoma, USA||
OK|FISK|36.502303|-97.508893|313.0|Billings, Oklahoma, USA||
OK|FNO|35.25738|-97.40115|352.0|Franklin, Norman, Oklahoma, USA||
OK|FREE|36.930116|-99.270593|560.0|Freedom, Oklahoma, USA||
OK|FW01|36.494623|-98.94077|438.0|Fairview, Oklahoma||
OK|FW03|36.52687|-99.17294|628.0|Fairview, Oklahoma, USA||
OK|FW04|36.596043|-98.665524|453.0|FW04, Oklahoma, USA||
OK|FW05|36.479405|-98.605389|444.0|FW05, Oklahoma, USA||
OK|FW06|36.51381|-98.499048|422.0|Aline, Oklahoma||
OK|FW09|36.550787|-99.040665|517.0|FW09, Oklahoma, USA||
OK|FW10|36.505993|-98.71849|463.0|FW10, Oklahoma, USA||
OK|GC02|36.8515|-97.85959|354.0|Grant County #2, Oklahoma, USA||
OK|GORE|36.785632|-97.947062|348.0|GORE, Oklahoma, USA||
OK|GRAY|34.146911|-97.352816|272.0|GRAY, Oklahoma, USA||
OK|HARD|34.905778|-96.035815|226.0|HARD, Oklahoma, USA||
OK|HEAL|34.31632|-97.531846|329.0|HEAL, Oklahoma, USA||
OK|HEWI|37.048825|-96.408082|284.0|Hewins, Kansas, USA||
OK|HOLD|35.801445|-97.43569|327.0|HOLD, Oklahoma, USA||
OK|HTCH|36.017058|-98.332692|347.0|Hitchcock, Oklahoma, USA||
OK|KENA|35.893203|-97.442636|296.0|KENA, Oklahoma, USA||
OK|KIRK|35.8266|-98.670018|528.0|KIRK, Oklahoma, USA||
OK|LAZY|35.094423|-97.604785|374.0|LAZY, Oklahoma, USA||
OK|LEXS|36.73363|-101.47511|930.0|LEXS, Oklahoma, USA||
OK|LOOK|33.992427|-97.17999|286.0|Love County, Oklahoma, USA||
OK|MADI|34.12727|-96.888553|282.0|MADI, Oklahoma, USA||
OK|MAPL|37.05707|-96.80499|402.0|Maple City, Kansas, USA||
OK|MILO|34.330615|-97.332711|271.0|MILO, Oklahoma, USA||
OK|MRSH|36.13231|-97.69548|309.0|MRSH, Oklahoma, USA||
OK|MUST|35.412795|-97.761201|408.0|MUST, Oklahoma, USA||
OK|NETT|35.905243|-97.674425|336.0|Nett, Oklahoma, USA||
OK|NIEM|35.624043|-97.874341|386.0|NIEM, Oklahoma, USA||
OK|NOKA|36.63468|-98.93193|476.0|Waynoka, Oklahoma, USA||
OK|OKAR|35.724116|-98.122465|382.0|OKAR, Oklahoma, USA||
OK|OS01|36.844975|-96.731532|332.0|Osage, Oklahoma, USA||
OK|OS02|36.824902|-96.702498|329.0|Osage, Oklahoma, USA||
OK|OS04|36.684111|-96.295853|274.0|Osage, Oklahoma, USA||
OK|OS05|36.74903|-96.188115|275.0|Osage, Oklahoma, USA||
