#Network | Station | Latitude | Longitude | Elevation | SiteName | StartTime | EndTime 
EC|CHSH|-1.49385|-78.869331|4476.0|OVCHIM_S||
EC|COHC|-2.4661|-79.257401|626.0|RENSIG, RENAC||
EC|PULU|0.0218|-78.502197|3114.0|OVPULU_S||
EC|PUYO|-1.493|-78.024902|1070.0|RENSIG||
EC|SLOR|-0.729811|-78.496742|3600.0|TEMP - COTO||
EC|TULM|0.7161|-77.786903|3677.0|RENSIG||
EC|VCES|-0.79991|-78.39444|4044.0|RENSIG||
EI|DSB|53.24519|-6.37619|236.0|DSB||
EI|IDGL|55.073|-7.51|123.0|IDGL||
EI|IGLA|53.4195|-9.375|31.0|IGLA||
EI|ILTH|54.0279|-6.3362|21.0|ILTH||
EI|IMAC|51.845801|-9.070097|92.0|IMAC||
EI|IMAY|54.160708|-9.379619|29.0|IMAY||
EI|IMIC|52.3038|-8.1079|110.0|IMIC||
EI|ITIP|53.046278|-8.079468|60.0|ITIP||
EI|IWEX|52.3743|-6.7745|180.0|IWEX||
EI|VAL|51.9394|-10.2442|14.0|VAL||
EO|KLRS|61.03095|-138.40663|795.0|Kluane Lake Research Station||
EP|KIDD|31.771774|-106.506378|1162.5|KIDD Seismic Observatory, U. Texas El Paso, Texas, USA||
ET|ASTN|36.327|-83.476|753.0|Avondale Springs, TN||
ET|BCRT|35.766|-84.576|409.0|Bacon Ridge,TN||
ET|CCNC|36.023|-82.714|1452.0|Camp Creek,NC||
ET|CCRT|35.466|-84.053|915.0|Cowcamps Ridge, TN||
ET|CMGA|34.629|-85.034|478.0|Chestnut Mtn,GA||
ET|CPCT|35.45|-84.522|275.0|Cooper Cave,TN||
ET|CPRT|36.1567|-83.8807|2188.0|Copper Ridge,TN||
ET|DSNC|35.583056|-81.636111|762.0|Dogwood Stamp Mt., NC||
ET|DYTN|35.491|-85.092|580.0|Dayton,TN||
ET|ETT|35.326|-84.455|588.0|Etowah,TN||
ET|FPAL|34.54|-85.611|556.0|Fort Payne,AL||
ET|GFM|36.111|-81.807|1726.0|Grandfather Mountain,NC||
ET|GMG|34.863|-84.67|1097.0|Grassy Mountain,GA||
ET|GRBT|35.674|-84.197|329.0|Greenback,TN||
ET|MGNC|35.737|-82.286|1964.0|Mt. Gibbes,NC||
ET|PANC|35.20118|-82.86995|911.0|Pisgah Astronomical Research Institute||
ET|SWET|35.216|-85.932|581.0|Sewanee,TN||
ET|TVNC2|36.03301|-81.212778|735.0|Taylorsville,NC||
ET|VHTN|36.399|-82.802|648.0|Vann Hill,TN||
ET|WMTN2|36.40952|-84.17553|849.0|Walnut Mountain 2||
ET|WSNC|35.173|-83.581|1640.0|Winespring Bald,NC||
G|AIS|-37.79635|77.569186|35.9|Nouvelle-Amsterdam - TAAF, France||
G|ATD|11.530725|42.846634|610.0|Arta Cave - Arta, Republic of Djibouti||
G|CAN|-35.318715|148.996325|700.0|Canberra, Australia||
G|CCD|-75.1065|123.305|3240.0|Concordia Base, Dome C, Antartica||
G|COYC|-45.57299|-72.08139|235.0|Coyhaique, Chile||
G|CRZF|-46.43096|51.855308|140.0|Port Alfred - Ile de la Possession - Crozet Islands, France||
G|DRV|-66.664908|140.002069|40.0|Dumont d'Urville - Terre Adelie, Antarctica||
G|DZM|-22.07164|166.44377|878.0|Dzumac - New Caledonia, France||
G|FDFM|14.73493|-61.159728|320.0|Morne la Rosette, Martinique, France||
G|FOMA|-24.97565|46.978877|28.0|Nahampoana Reserve - Fort Dauphin, Madagascar||
G|FUTU|-14.307673|-178.12107|97.0|Maopo'opo, Futuna||
G|HDC|10.00201|-84.11142|1186.0|Heredia, Costa Rica||
G|INU|35.35|137.029|132.0|Inuyama, Japan||
G|MATO|-15.49678|-58.1596|197.0|Sao Jose dos Quatro Marcos, Brazil||
G|MPG|5.11011|-52.644483|147.0|Montagne des Peres - French Guiana, France||
G|NOUC|-22.09863|166.30665|137.0|Port Laguerre - New Caledonia, France||
G|PAF|-49.351|70.210708|17.0|Port aux Francais - Kerguelen - TAAF, France||
G|PEL|-33.143607|-70.67494|700.0|Peldehue, Chile||
G|PPTF|-17.5896|-149.56525|705.0|Pamatai - Papeete - Tahiti island - French Polynesia, France||
G|RER|-21.1712|55.73986|834.0|Riviere de l'Est - Sainte Rose - La Reunion island, France||
G|ROCAM|-19.75553|63.37014|52.0|Leguat Reserve, Rodrigues Island, Republic of Mauritius||
G|SANVU|-15.447148|167.203231|56.0|Espiritu Santo, Vanuatu||
G|SOK|14.494418|-16.456223|70.9|Sop - Niakhar, Senegal||
G|SSB|45.279|4.542|700.0|Tunnel de Badole - Saint Sauveur en Rue, France||
G|TAM|22.79149|5.52838|1410.0|Tamanrasset, Algeria||
G|TAOE|-8.85493|-140.14819|815.0|Taiohae - Marquesas islands, France||
G|TRIS|-37.0681|-12.3152|60.0|Tristan da Cunha||
G|UNM|19.329662|-99.178065|2280.0|Unam - Mexico, Mexico||
G|WUS|41.200716|79.216498|1468.0|Wushi - Xinjiang Uygur, China||
GB|BIGH|58.49317|-3.91017|70.0|Upper Bighouse, Scotland, UK||
GB|CCA1|50.18667|-5.22767|210.0|Carnmenellis, Cornwall, England, UK||
GB|CLGH|55.08283|-6.1105|239.0|Cushendall, Northern Ireland||
GB|CWF|52.7385|-1.30767|203.0|Charnwood Forest, Leicestershire, England, UK||
GB|DRUM|56.91267|-2.4865|208.0|Drumtochty, Aberdeenshire, UK||
GB|EDI|55.92333|-3.1875|125.0|Edinburgh, Lothian, Scotland, UK||
GB|EDMD|54.83117|-1.96217|0.0|Edmundbyers, County Durham, UK||
GB|ELMS|52.09333|0.9895|74.0|Elmsett, Suffolk||
GB|ELSH|51.14817|1.13483|129.0|Elham Standardhill Farm, Kent, England, UK||
GB|ESK|55.3165|-3.20517|261.0|Eskdalemuir, Dumfriesshire, Scotland, UK||
GB|FOEL|52.8895|-3.19983|447.0|Foel Wylfa Tregeiriog, Wales, UK||
GB|GAL1|54.86633|-4.71133|117.0|Galloway, Dumfries & Galloway||
GB|GDLE|54.42183|-0.81567|228.0|Glaisdale, Yorkshire||
GB|HLM1|52.51833|-2.88067|429.0|Long Mynd, Wales, UK||
GB|HMNX|50.86733|0.33633|26.0|Herstmonceux, Sussex, UK||
GB|HPK|53.95817|-1.62417|233.0|Haverah Park, North Yorkshire, England, UK||
GB|HTL|50.99434|-4.48483|86.0|Hartland, Devon, England, UK||
GB|INVG|56.42733|-4.04383|279.0|Invergeldie, Perth and Kinross, Scotland||
GB|IOMK|54.2605|-4.56617|188.0|Kirk Michael, Isle of Man||
GB|JSA|49.18783|-2.17167|39.0|St Aubins, Jersey, Channel Islands, UK||
GB|KESW|54.58867|-3.10483|281.0|Keswick, Cumbria, England, UK||
GB|KPL|57.33917|-5.65267|13.0|Plockton, Highlands, Scotland, UK||
GB|LAWE|56.26|-5.399|137.0|Loch Avich, Argyll And Bute, Scotland||
GB|LBWR|53.4015|-1.72467|353.0|Ladybower Resevoir, Derbyshire, England||
GB|LINV|58.147|-5.197|58.0|Lochinver, Highland||
GB|LMK|53.45683|-0.326|146.0|Market Rasen, Lincolnshire, UK||
GB|LRW|60.136|-1.17783|98.0|Lerwick, Shetland Islands, Scotland, UK||
GB|MCH1|51.99733|-2.99833|219.0|Michaelchurch, Herefordshire, England, UK||
GB|NEWG|55.11733|-4.23|151.0|New Galloway, Scotland||
GB|PGB1|55.8115|-4.48367|199.0|Glennifer Braes, Strathclyde, Scotland, UK||
GB|RSBS|51.95284|-4.74483|278.0|, Rosebush Pembrokeshire, UK||
GB|SOFL|62.0685|-6.96583|0.0|Sornfelli, Faroe Islands, DK||
GB|STNC|53.09133|-2.20617|234.0|Stoke Newchapel, Staffordshire, England, UK||
GB|SWN1|51.51317|-1.80033|192.0|Wroughton, Wiltshire, England, UK||
GB|WACR|52.72433|0.62833|62.0|West Acre, Norfolk, UK||
GB|WLF1|53.28933|-4.39667|58.0|Llynfaes, Anglesey, Wales, UK||
GE|BOAB|12.4493|-85.665901|381.0|INETER/GEOFON Station Boaco, Nicaragua||
GE|DAG|76.771301|-18.655001|23.0|GEOFON/AWI Station Danmarkshavn, Greenland||
GE|DAMY|14.5725|44.391701|2488.0|GEOFON Station Dhamar, Yemen||
GE|EIL|29.669901|34.951199|210.0|GEOFON Station Eilat, Israel||
GE|SUMG|72.5742|-38.4626|3202.0|GEOFON Station Summit Camp, Greenland||
GE|TIRR|44.458099|28.4128|77.0|GEOFON Station Tirgusor, Romania||
GE|UGM|-7.9125|110.5231|350.0|GEOFON Station Wanagama, Indonesia||
GE|VSU|58.462002|26.734699|63.0|GEOFON Station Vasula, Estonia||
GI|AVCS|15.815492|-90.276573|157.0|Chisec, Alta Verapax||
GI|CMSM|14.782826|-90.793703|1970.0|San Martin Jilotepeque, Chimaltenango||
GI|GUMI|14.621|-90.599|1700.0|Lo de Coy, Mixco, Guatemala||
GI|GUSP|14.552|-90.3168|2450.0|San Jose Pinula, Guatemala||
GI|GUVC|14.532|-90.498|1800.0|Villa Canales, Guatemala||
GI|HUCU|15.407847|-91.947188|1150.0|Cuilco, Huehuetenango||
GI|IZLV|15.5606|-88.9077|55.0|Morales, izabal||
GI|QCIX|16.003414|-90.777245|195.0|Ixc?n, Quiche||
GI|SROR|14.231059|-90.198398|1180.0|Oratorio, Santa Rosa||
GI|SUCU|14.56|-91.557|444.0|Cuyotenango, Suchitepequez||
GM|IWM01|36.72702|-96.5317|328.0|Jericho 2M Well Monitoring Station||
GM|KCS01|35.24928|-119.59068|409.97|Derby Acres - Elk Hills posthole seismic station||
GM|KCS13|35.24174|-119.32346|109.77|Buena Vista Golf Course - Elk Hills posthole seismic station||
GM|NMP01|32.20476|-103.86048|1048.0|New Mexico Permian - Site# 01||
GM|NMP02|32.08945|-103.86139|996.0|New Mexico Permian - Site# 02||
GM|NMP11|32.00668|-103.93155|882.72|New Mexico Permian - Site# W1S1||
GM|NMP12|32.12755|-103.95259|951.75|New Mexico Permian - Site# W1S2||
GM|NMP23|32.167112|-103.802893|1049.63|New Mexico Permian - Site# W2S3||
GM|NMP25|32.33787|-103.860072|983.0|New Mexico Permian - Site# W2S5||
GM|NMP31|32.03585|-103.73465|972.79|New Mexico Permian - Site# W3S1||
GM|NMP34|32.26384|-103.68967|1121.66|New Mexico Permian - Site# W3S4||
GM|NMP35|32.352297|-103.724675|1070.98|New Mexico Permian - Site# W3S5||
GM|NMP41|32.00509|-103.596471|959.89|New Mexico Permian - Site# W4S1||
GM|NMP44|32.20474|-103.61883|1085.68|New Mexico Permian - Site# W4S4||
GM|NMP45|32.33145|-103.58198|1127.38|New Mexico Permian - Site# W4S5||
GM|NMP51|32.00448|-103.421678|974.99|New Mexico Permian - Site# W5S1||
GM|NMP53|32.17626|-103.431176|1037.35|New Mexico Permian - Site# W5S3||
GM|OKAS1|35.5351|-96.79954|281.38|Oklahoma OGS/USGS temporary aftershock deployment, Station 1||
GM|OKAS3|35.56151|-96.7678|269.44|Oklahoma OGS/USGS temporary aftershock deployment, Station 3||
GM|OKAS4|35.535278|-96.771667|282.41|Oklahoma OGS/USGS temporary aftershock deployment, Station 4||
GO|AZNN|41.34683|43.210327|1855.0|Georgia, AZNN||
GO|CHBG|43.012943|42.084974|2177.0|Chuberi, Georgia||
GO|CHRK|41.505297|42.432266|2151.0|Georgia,CHRK||
GO|DALI|41.239301|45.857899|657.0|DALI,Georgia||
GO|DSHG|42.000099|44.718096|1169.0|Dusheti, Georgia||
GO|DVRK|42.724375|44.60148|1750.0|DVRK||
GO|EMLK|41.212819|43.951521|2939.0|Emlikli, Georgia||
GO|GHRG|41.7348|42.341|1970.0|GHRG,Georgia||
GO|KHRT|42.351656|43.219132|1164.0|Khreiti, Georgia||
GO|MINA|41.595964|43.018005|1568.0|Georgia, Mina||
GO|MTAG|42.092662|45.163739|728.0|MTAG,Georgia||
GO|S186|41.790471|44.759378|489.0|Tbilisi, S186||
GO|SC07|41.928059|45.475128|682.0|Telavi, SC07||
GO|SHNK|42.371719|45.653891|2009.0|Georgia, SHNK||
GO|TRLT|41.569541|44.154554|1668.0|Trialeti, Georgia||
GR|GRA1|49.691887|11.22172|499.5|GRAFENBERG ARRAY, BAYERN||
GS|ALQ1|34.94239|-106.4579|1854.3|ASL Reference STS-2HG||
GS|ALQ2|34.94239|-106.4579|1854.3|ASL Reference, STS-6||
GS|ASA1|34.946267|-106.46005|1829.44|ASA1||
GS|ASA2|34.945117|-106.46005|1830.04|ASA2||
GS|ASA3|34.945489|-106.46176|1818.98|ASA3||
GS|ASA4|34.9423|-106.4626|1820.37|ASA4||
GS|ASA5|34.9433|-106.45973|1834.98|ASA5||
GS|ASA6|34.943617|-106.456733|1839.59|ASA6||
GS|ASL8|34.94532|-106.45657|1842.11|ASL8||
GS|ASL9|34.94532|-106.45658|1820.0|ASL9||
GS|DEC01|39.883407|-88.900905|207.452|Heartland Borehole/Surface||
GS|DEC02|39.892414|-88.892013|211.27|ADM Borehole/Surface||
GS|DEC03|39.886857|-88.873699|207.891|Forest Parkway Borehole/Surface||
GS|DEC04|39.878595|-88.859425|225.352|Sangamon Road Surface Site||
GS|DEC05|39.870067|-88.866275|215.606|Apollo Drive Surface Site||
GS|DEC06|39.896748|-88.946442|214.763|Neely Ave Surface Site||
GS|DEC08|39.861045|-88.924888|209.771|Union Local 159 Surface Site||
GS|DEC09|39.874597|-88.924128|207.304|Kile Street Surface Site||
GS|DEC15|39.90696|-88.90623|211.0|Boyd Road #2 Borehole/surface||
GS|DEC16|39.89744|-88.92838|216.0|Decatur Corrections Facility Borehole/surface||
GS|DISA|-89.989435|-61.002264|2835.0|Deep Ice Seismometer Antarctica||
GS|FSUO|30.445452|-84.298757|41.0|Florida State University Seismic Observatory||
GS|KS26|38.063056|-98.002222|472.68|Fraternal Order of Police retreat, Hutchinson KS||
GS|KS28|37.993611|-97.992777|482.0|W Mills Ave, Hutchinson KS||
GS|KS29|37.71767|-97.2935|424.05|Wichita State University, Dept. of Geology||
GS|LA11|32.091237|-93.394013|43.67|Harmon, Louisiana||
GS|LA12|32.005014|-93.379174|40.24|Armistead, Louisiana||
GS|MT04|46.9554|-112.656|1420.0|MT04||
GS|NJ04|40.646047|-74.924055|87.0|Spruce Run Reservoir 1 New Jersey||
GS|NM01|34.487652|-106.778027|1426.0|Veguita, NM||
GS|OK051|36.50485|-96.83562|262.78|E0350 and S34600 roads, Ralston OK||
GS|OK052|35.99514|-96.80188|260.69|Battle Ridge Rd, NW of Cushing, Oklahoma USA||
GT|BOSA|-28.6141|25.2555|1305.8|Boshof, South Africa||
GT|CPUP|-26.33064|-57.33087|105.0|Villa Florida, Paraguay||
GT|DBIC|6.67015|-4.85653|161.2|Dimbokro, Ivory Coast||
GT|LBTB|-25.015124|25.596598|1148.3|Lobatse, Botswana||
GT|LPAZ|-16.287923|-68.130714|4815.1|La Paz, Bolivia||
GT|PLCA|-40.732739|-70.550804|1079.7|Paso Flores, Argentina||
GT|VNDA|-77.517275|161.852758|121.1|Dry Valley, Vanda, Antarctica||
HK|HKPS|22.277599|114.141502|196.3|Po Shan, Hong Kong||
HL|ARG|36.213558|28.12122|148.0|Archaggelos, Rhodes, Greece||
HL|ITM|37.178719|21.92522|423.0|Ithomi, Messinia, Greece||
HL|KEK|39.7127|19.79623|227.0|Corfu, Greece||
HL|RDO|41.145031|25.53553|116.0|Gratini, Thrace, Greece||
HT|AGG|39.021099|22.336|622.0|AGIOS GEORGIOS, GREECE||
HT|ALN|40.895699|26.0497|110.0|ALEXANDROUPOLIS, GREECE||
HT|LIT|40.1008|22.49|480.0|Litochoro, Greece, HT-Net||
HV|AHUD|19.371567|-155.263462|1051.0|Ahua, Hawaii Digital||
HV|AIND|19.372067|-155.457228|1524.0|Ainapo Ranch, Hawaii Digital||
HV|ALEP|19.541178|-155.644036|2894.0|Alea Permanent||
HV|ANDI|-14.247084|-170.564072|73.0|Alao North District Installation||
HV|BYL|19.412087|-155.259877|1079.0|Byron's Ledge||
HV|DAND|19.35369|-155.664418|3027.0|Dandelion||
HV|DEVL|19.373568|-155.240608|1046.0|Devil's Throat||
HV|ELEP|19.450382|-155.524977|3371.0|Pu'u Ele'ele||
HV|HAT|19.423037|-155.26094|1097.0|Halemaumau Trail||
HV|HLPD|19.296253|-155.307482|724.0|Hilina Pali Digital||
HV|HOVE|19.164518|-155.749057|1592.0|Hawaiian Ocean View Estates||
HV|HPUD|19.775885|-155.456033|3348.0|Hale Pohaku Digital||
HV|HTCD|19.237503|-155.3975|401.0|Hot Caves||
HV|HUAD|19.68466|-155.835697|2204.0|Hualalai||
HV|JOKA|19.433613|-155.004449|483.0|Jonika Flow||
HV|KAAD|19.2633|-155.869|524.0|Ka'apuna Digital||
HV|KAED|19.285863|-155.129087|44.0|Kaena Point Digital||
HV|KIND|19.460442|-154.950189|330.0|Kindschuh||
HV|KKO|19.398242|-155.266032|1140.0|Keanakakoi Crater||
HV|KKUD|19.8868|-155.34|1863.0|Keanakolu Digital||
HV|KLUD|19.455728|-154.918443|275.0|Puu Kaliu Digital||
HV|KNHD|19.379447|-155.169297|933.0|Kane Nui O Hamo||
HV|KOHD|20.1252|-155.777|1166.0|Kohala Digital||
HV|KOSM|19.363322|-155.316463|990.0|Pu'u Koa'e East||
HV|KUPD|19.402438|-155.07508|717.0|Kupianaha digital||
HV|MITD|19.33566|-155.301105|935.0|Mauna Iki Trail||
HV|MLOD|19.493172|-155.386023|2063.0|Mauna Loa Digital||
HV|MOKD|19.485115|-155.597133|4131.0|Mokuaweoweo Crater Digital||
HV|NAGD|19.698593|-155.024497|37.0|National Air Guard Digital||
HV|NAHU|19.4151|-155.23831|1177.0|Nahuku Lava Tube||
HV|NPOC|19.39296|-155.109605|805.0|North of Puu Oo||
HV|OBL|19.417662|-155.284097|1119.0|Observatory Bluff||
HV|OFU|-14.18375|-169.67207|6.0|Ofu Island, Manu'a||
HV|OTLD|19.386532|-155.281715|1103.0|Outlet Digital||
HV|PAUD|19.373785|-155.2155|994.0|Pauahi, Hawaii Digital||
HV|PHOD|19.480289|-154.888565|253.19|Puu Honuaula Digital||
HV|PLAD|19.529823|-155.456467|2981.0|Puu Ulaula, Hawaii Digital||
HV|POLD|19.28123|-155.224645|176.0|Poliokeawe, Hawaii||
HV|PPLD|19.155413|-155.462112|34.0|Puu Pili, Hawaii Digital||
HV|PUHI|19.38551|-155.25131|1079.0|Puhimau Thermal Area||
HV|R931|19.433068|-155.048731|581.0|931_||
HV|RCOD|19.402745|-155.627597|3672.0|Red Cone Hawaii Digital||
HV|RIMD|19.395368|-155.273643|1145.0|Caldera Rim Hawaii Digital||
HV|RSDD|19.46017|-155.27533|1296.0|Rainshed Hawaii Digital||
HV|SBL|19.427078|-155.267682|1081.0|Steam Bluff Hawaii||
HV|SDH|19.390003|-155.293995|1115.0|Sand Hill||
HV|SPDD|18.97936|-155.667897|251.0|South Point Hawaii Digital||
HV|STCD|19.38486|-155.12543|769.0|Steam Cracks Hawaii Digital||
HV|TAU|-14.22353|-169.51155|100.0|Ta'ū telecommunications tower||
HV|TOUO|19.504323|-155.702741|2535.0|Tube O'o Hawaii||
HV|TRAD|19.412033|-155.54704|3213.0|Trail Hawaii Digital||
HV|UWB|19.42476|-155.277582|1084.0|Uwekahuna Bluff Hawaii||
HV|UWE|19.420972|-155.291162|1231.0|Uwekahuna Vault Hawaii||
HV|WAID|19.856873|-155.65748|1429.0|Waikii Ranch Hawaii Digital||
HV|WILD|19.466578|-155.58107|4039.0|Wilkes Cabin Hawaii Digital||
HV|WOOD|19.248378|-155.498982|906.0|Wood Valley Hawaii Digital||
HV|WRM|19.406623|-155.300005|1153.0|West Rim Hawaii Digital||
HZ|MBA01|32.036953|-102.008147|855.0|Permian Accelerometer 1||
HZ|MBA02|31.191402|-101.432612|818.0|Permian Accelerometer 2||
HZ|MBA03|31.792863|-101.946126|808.0|Permian Accelerometer 3||
HZ|MBA04|32.282502|-102.1531|876.0|Permian Accelerometer||
HZ|MBB01|31.756545|-101.949275|-459.0|MBB01 borehole||
HZ|MBB02|31.933312|-102.027308|-471.0|MBB02 borehole||
HZ|MBB03|31.857881|-101.968045|-446.0|MBB03 borehole||
HZ|MBB06|32.250872|-102.114066|-463.0|MBB06 borehole||
HZ|MBB07|31.379127|-101.73708|-319.0|MBB07 borehole||
HZ|MBB08|32.2859|-101.735|-204.0|MBB08 borehole||
HZ|MBB23|31.674805|-101.745481|-269.0|MBB23||
HZ|MBB25|31.805789|-101.866515|-400.0|MBB25 borehole||
HZ|MBB26|32.26907|-102.002015|-281.0|MBB26 borehole||
HZ|MBNS1|32.25056|-102.114128|785.5|MBB01 borehole||
HZ|MBNS2|32.295636|-102.07683|776.5|MB NS borehole 2||
HZ|MBNS3|31.843938|-101.709457|727.0|MBNS3||
HZ|MBS01|32.250887|-102.114038|864.0|MBS01 surface install at MBB06||
IC|BJT|40.019074|116.171611|220.0|Baijiatuan, Beijing, China||
IC|HIA|49.270115|119.741363|625.0|Hailar, Neimenggu Autonomous Region, China||
IC|MDJ|44.61763|129.59341|290.0|Mudanjiang, Heilongjiang Province, China||
IC|QIZ|19.02928|109.84398|240.0|Qiongzhong, Hainan Province, China||
IE|BCYI|44.310799|-113.405197|2194.0|Bear Canyon, Idaho, USA||
IE|CNCI|43.929001|-113.453003|1914.0|Crows Nest Canyon, Idaho, USA||
IE|COMI|43.4618|-113.593803|1890.0|Craters of the Moon, Idaho, USA||
IE|CRBI|43.830299|-112.634499|1543.0|Circular Butte, Idaho, USA||
IE|DVCI|44.38309|-114.03858|1997.0|Devils Canyon||
IE|ECRI|43.054001|-111.371002|2086.0|Z||
IE|EMI|44.0742|-112.926201|1963.0|Eightmile Canyon, Idaho, USA||
IE|GRRI|42.937856|-111.421717|2211.0|Z||
IE|ICI|44.3293|-112.9412|2463.0|Italian Canyon, Idaho, USA||
IE|IRCI|43.515301|-112.033302|1442.0|INEL Research Center, Idaho, USA||
IE|LJI|43.820801|-112.844002|1600.0|Lemhi Junction, Idaho, USA||
IE|LLRI|43.723|-112.932999|1471.0|Little Lost River, Idaho, USA||
IE|NPRI|43.5975|-112.8272|1513.0|New Production Reactor Idaho||
IE|PZCI|44.341|-112.317001|2073.0|Patelzick Creek, Idaho, USA||
II|AAK|42.6375|74.4942|1633.1|Ala Archa, Kyrgyzstan||
II|ABPO|-19.018|47.229|1528.0|Ambohimpanompo, Madagascar||
II|ALE|82.5033|-62.35|60.0|Alert, NU, Canada||
II|ASCN|-7.9327|-14.3601|173.0|Butt Crater, Ascension Island||
II|BFO|48.3301|8.3296|638.0|Black Forest Observatory, Schiltach, Germany||
II|BORG|64.7474|-21.3268|110.0|Borgarfjordur, Asbjarnarstadir, Iceland||
II|BORK|53.0461|70.3184|334.0|Burabay, Kazakhstan||
II|CMLA|37.7637|-25.5243|429.0|Cha de Macela, Sao Miguel Island, Azores||
II|COCO|-12.1901|96.8349|1.0|West Island, Cocos (Keeling) Islands||
II|DGAR|-7.4121|72.4525|1.0|Diego Garcia, Chagos Islands, Indian Ocean||
II|EFI|-51.6753|-58.0637|110.0|Mount Kent, East Falkland Island||
II|ERM|42.015|143.1572|40.0|Erimo, Hokkaido Island, Japan||
II|ESK|55.3167|-3.205|242.0|Eskdalemuir, Scotland, UK||
II|FFC|54.725|-101.9783|338.0|Flin Flon, Canada||
II|HOPE|-54.2836|-36.4879|20.0|Hope Point, South Georgia Island||
II|JTS|10.2908|-84.9525|340.0|Las Juntas de Abangares, Costa Rica||
II|JZAX|40.0928|67.7118|517.7|Jizzax, Uzbekistan||
II|KAPI|-5.0142|119.7517|300.0|Kappang, Sulawesi, Indonesia||
II|KDAK|57.7828|-152.5835|152.0|Kodiak Island, Alaska, USA||
II|KURK|50.7154|78.6202|184.0|Kurchatov, Kazakhstan||
II|MBAR|-0.6019|30.7382|1390.0|Mbarara, Uganda||
II|MSEY|-4.6737|55.4792|475.0|Mahe, Seychelles||
II|MSVF|-17.7448|178.0528|801.1|Monasavu, Fiji||
II|NIL|33.6506|73.2686|629.0|Nilore, Pakistan||
II|NNA|-11.9875|-76.8422|575.0|Nana, Peru||
II|PALK|7.2728|80.7022|460.0|Pallekele, Sri Lanka||
II|PFO|33.6107|-116.4544|1280.0|Pinon Flat, California, USA||
II|RAYN|23.5225|45.5032|631.0|Ar Rayn, Saudi Arabia||
II|RPN|-27.1267|-109.3344|110.0|Rapanui, Easter Island, Chile||
II|SACV|14.9702|-23.6085|387.0|Santiago Island, Cape Verde||
II|SHEL|-15.9594|-5.7455|537.0|Horse Pasture, St. Helena Island||
II|SUR|-32.3797|20.8117|1770.0|Sutherland, South Africa||
II|TAU|-42.9082|147.321|132.0|Hobart, Tasmania, Australia||
II|UOSS|24.9453|56.2042|284.4|Univ. of Sharjah, Sharjah, United Arab Emirates||
II|WRAB|-19.9336|134.36|366.0|Tennant Creek, NT, Australia||
II|XBFO|48.3301|8.3296|638.0|Black Forest Observatory, Schiltach, Germany||
II|XPFO|33.6107|-116.4555|1280.0|Pinon Flat, California, USA||
IM|BC01|63.061771|-141.827713|756.0|Beaver Creek Array Site 1, Alaska, U.S.A.||
IM|BC02|63.04401|-141.802002|576.0|Beaver Creek Array Site 2, Alaska, U.S.A.||
IM|BC03|63.06562|-141.785095|856.0|Beaver Creek Array Site 3, Alaska, U.S.A.||
IM|BC04|63.080921|-141.768265|800.0|Beaver Creek Array Site 4, Alaska, U.S.A.||
IM|BC05|63.061001|-141.753143|923.0|Beaver Creek Array Site 5, Alaska, U.S.A.||
IM|BM02|67.429733|-144.491455|539.1|Burnt Mountain Array Site 2, Alaska, U.S.A.||
IM|BM03|67.41922|-144.607056|813.5|Burnt Mountain Array Site 3, Alaska, U.S.A.||
IM|BM04|67.418114|-144.558304|525.9|Burnt Mountain Array Site 4, Alaska, U.S.A.||
IM|BM05|67.429047|-144.580597|767.0|Burnt Mountain Array Site 5, Alaska, U.S.A.||
IM|EKB|55.3339|-3.19229|308.0|Eskdalemuir Array, site EKB, Scotland||
IM|EKB1|55.309299|-3.17702|275.0|Eskdalemuir Array, site EKB1, Scotland||
IM|EKB10|55.3769|-3.12917|328.0|Eskdalemuir Array, site EKB10, Scotland||
IM|EKB2|55.316799|-3.17175|314.0|Eskdalemuir Array, site EKB2, Scotland||
IM|EKB3|55.324902|-3.16822|307.0|Eskdalemuir Array, site EKB3, Scotland||
IM|EKB4|55.331699|-3.1612|301.0|Eskdalemuir Array, site EKB4, Scotland||
IM|EKB5|55.339298|-3.15631|313.0|Eskdalemuir Array, site EKB5, Scotland||
IM|EKB6|55.3466|-3.15065|337.0|Eskdalemuir Array, site EKB6, Scotland||
IM|EKB7|55.354099|-3.14536|435.0|Eskdalemuir Array, site EKB7, Scotland||
IM|EKB8|55.361801|-3.13975|401.0|Eskdalemuir Array, site EKB8, Scotland||
IM|EKB9|55.368999|-3.13479|396.0|Eskdalemuir Array, site EKB9, Scotland||
IM|EKR1|55.337502|-3.17864|355.0|Eskdalemuir Array, site EKR1, Scotland||
IM|EKR10|55.310398|-3.06094|382.0|Eskdalemuir Array, site EKR10, Scotland||
IM|EKR2|55.3344|-3.16555|349.0|Eskdalemuir Array, site EKR2, Scotland||
IM|EKR3|55.330601|-3.153|320.0|Eskdalemuir Array, site EKR3, Scotland||
IM|EKR4|55.3284|-3.13936|337.0|Eskdalemuir Array, site EKR4, Scotland||
IM|EKR5|55.325401|-3.12631|307.0|Eskdalemuir Array, site EKR5, Scotland||
IM|EKR6|55.322399|-3.11319|395.0|Eskdalemuir Array, site EKR6, Scotland||
IM|EKR7|55.319401|-3.10011|348.0|Eskdalemuir Array, site EKR7, Scotland||
IM|EKR8|55.316299|-3.0878|419.0|Eskdalemuir Array, site EKR8, Scotland||
